participant_file,sent_id,condition,authority_rating,explanation_text
no.109,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The language that is used in the draft is both clear and the rules are firm.""}"
no.109,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The draft would benefit from language that is easier to understand and rules that feel more firmly laid out.""}"
no.109,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The rules are plainly laid out and the language is firm.""}"
no.109,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The language that is used is clear and the rules are laid out firmly.""}"
no.109,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The language that is used in the draft is plainly written and the rules are laid out very clearly.""}"
no.109,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The language that is used in the draft feels very clear, firm, and easy to follow.""}"
no.109,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The language that is used in the draft is clear, succinct, and the rules are laid out very plainly.""}"
no.109,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The language that is used is easy to understand and the rules are clear.""}"
no.110,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It takes a very high degree of concentration to follow the bouncing ball of words. It it takes concentration, it sounds authoritative. ""}"
no.110,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It still requires concentration to follow, but is written much more in \""plain English.\"" ""}"
no.110,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It requires a high degree of concentration and is references things like paragraph 2B. That makes it sound highly authoritative. ""}"
no.110,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It takes a high degree of concentration and the language sounds very \""legalistic.\"" People just don't use words like \""herein\"" or \""lessee\"" in everyday, non-authoritative language. ""}"
no.110,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Again, high level of concentration and a lot of bouncing balls to follow. Again, using words and language that isn't commonly used. ""}"
no.110,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""There are a few less twists and turns in the sentence structure, and the terms are more easily understood. So, still authoritative, but not as much. ""}"
no.110,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Although the language is a little more plain, there are references to subsections. Hence, it sounds very legal and authoritative. ""}"
no.110,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It still sounds legal, but is much easier to follow the flow of the statement and the language is more plain. ""}"
no.110,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It sounds legal, but the language used is easier to understand and follow. ""}"
no.110,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Although the language is fairly easy to understand, it still clearly states the procedures and refers to subsections. ""}"
no.110,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It is fairly well stated without too many legal terms. The lack of legal terms makes it sound less authoritative. ""}"
no.110,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It sounds legal and gives clear directions but it is not tied down by legal terms and references to multiple other things, so it sounds less authoritative. ""}"
no.110,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It lays down the rules clearly, but in very plain language that is easily understood, so it is less authoritative. ""}"
no.110,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The legal language is high, but it is relatively easy to follow the sentences. Hence, more authoritative but not as much as others. ""}"
no.110,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The legal language and reference to paragraph 1 raises the authoritative sense, but it still is readable and understandable. ""}"
no.110,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The legal language is present and concentration is needed to follow the logic. But the language is still rather plain and understandable, so it is authoritative, but not as much as some of the others. ""}"
no.111,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It is very direct and does not leave much room for negotiation on behalf of the lessee. The fact that the lessee can file objections or relinquish the lease made it seem slightly less authoritative so that is why I gave it a 4. ""}"
no.111,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It doesn't sound as authoritative to me just based on the wording, as the last sentence was kind of wordy. For someone who isn't as familiar with legal jargon, I was more confused by it than anything. ""}"
no.111,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It is dealing with an extremely serious subject manner so it felt like it was appropriately firm on how it should be handled. ""}"
no.111,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This seemed more authoritative, but not as authoritative as the child abuse one. It has very firm verbage.""}"
no.111,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It is very direct with what it is saying and makes clear the boundaries. ""}"
no.111,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It is very wordy. I have found that the drafts that are more straight to the point seem more authoritative to me. ""}"
no.111,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The usage of the words \""necessary\"" and \""immediately\"" convey the urgency of it and make it sound more strict.  ""}"
no.111,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The usage of the numbers and letters in parentheses made it a bit less digestible to the normal eye and didn't convey the same sort of power other drafts have. ""}"
no.111,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The wording used does not make it sound as authoritative. ""}"
no.111,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Similarly to the last one, the language used isn't as firm and did not convey much authoritativeness. ""}"
no.111,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This one seems a bit more strict and authoritative just because of the subject manner. this isn't something you can go against, and the language here makes it clear. ""}"
no.111,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The verbage seems very lax compared to some of the other drafts. For example there's a lot of use of the word \""may\"" and the fact that it doesn't seem as serious makes it appear less authoritative to me. ""}"
no.111,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The use of words such as \""failure\"" and the way that this was written made it seem more authoritative to me as I read it. ""}"
no.111,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The tone of it seems less imposing and strict than others have sounded. ""}"
no.111,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The use of the word \""shall\"" multiple times made it sound less firm to me. ""}"
no.111,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""starting the draft with \""no funds...\"" made it seem much more authoritative to me and set that tone of authority for the rest of the draft. ""}"
no.112,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The draft uses formal legislative language, and explicitly limits the authority of the Secretary.""}"
no.112,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The draft uses formal legal language, states clear authority of the liquidating agent, and bars judicial review.""}"
no.112,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The draft uses formal legal language, and mandates state criminal justice agencies report or index crime information.""}"
no.112,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The draft uses formal legal language, specific nationwide service of subpoenas, and guaratees fees and expenses.""}"
no.112,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The draft uses clear language and requires the operator to perform specific actions.""}"
no.112,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The draft uses formal legal language and clearly establishes enforceability of bills.""}"
no.112,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The draft uses formal legal language and clearly assigns financial responsibilities to the officers.""}"
no.112,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The draft uses formal legal language, and clearly defines periods and conditions for which an apprentice can drive.""}"
no.112,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The draft uses formal legal language and explicitly grants authority to employees or contractors to carry firearms.""}"
no.112,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The draft uses formal legal languages and clearly establishes lessee rights and response periods.""}"
no.112,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The draft uses formal legal language and prohibits the use of funds for construction/renovation citing relevant acts.""}"
no.112,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The draft uses formal legal language and clearly limits authority to conduct inspections.""}"
no.112,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The draft uses clear legal language and explicitly grants authority to require petitions to file bonds.""}"
no.112,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The draft uses formal legal language and provides explicit instructions to the Secretary to utilize specific data and information.""}"
no.112,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The draft uses formal legal language to defines the purpose of the seal.""}"
no.112,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The draft uses formal legal language and explicitly grants the State authority to enfore time limitations.""}"
no.113,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It is not an easy read and sounds like something the goverment would have written. Not just anybody can write like that. I had to read it a few times to try to understand it. ""}"
no.113,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It is very formal sounding. So I think it sounds authortative. ""}"
no.113,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It is very formal sounding. Also, adding (e) and (i) to it makes it seem more formal.""}"
no.113,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It sounds very formal. So I think it sounds authoratiative.""}"
no.113,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It seems authortative because it seems formal. Also, it seems formal with writing (2)(A) and (2)B)""}"
no.113,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I think it seems authoratative because it seems very formal""}"
no.113,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""I think so because it seems very formal""}"
no.113,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""I dont think it seems oversly strict""}"
no.113,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""I think it seems pretty fair""}"
no.113,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I think it doesn't seem too authoritarian. Seems fair""}"
no.113,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""I dont think having a time limit on something is authoritarian""}"
no.113,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""No because they can serve the subpoena anywhere in the US. An authoritarian would make them serve it in one location only""}"
no.113,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""No because it is important to keep the workers safe""}"
no.113,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""No because I think it seems fair""}"
no.113,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""Not authoratative because it is important to protect children""}"
no.113,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It is somewhere in the middle I think""}"
no.114,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This provision is strong because it clearly sets rules for involuntary petitions and what the court can require from the petitioners.""}"
no.114,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This law is clear and strong because it gives the Librarian authority over the seal and limits its use to approved versions of films in the National Film Registry.""}"
no.114,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This provision is strong because it clearly gives the liquidating agent full authority to disallow claims and prevents any court from reviewing that decision.""}"
no.114,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This provision is strong because it clearly explains how and when lease terms can be changed and sets firm rules for the lessee’s agreement or objection.""}"
no.114,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This draft is firm because it gives the Secretary clear guidance on using both pension plan results and independent research when creating the tables.""}"
no.114,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This provision is clear and strong because it precisely explains when an apprentice can drive commercially and includes safety limits set by the Secretary.""}"
